"","x"
"8125"," —
"
"8126"," —
"
"8127"," —
"
"8128"," —
"
"8129"," 5120
"
"8130"," 740
"
"8131"," 
"
"8132"," Crabominable
"
"8133"," Water 3
"
"8134"," —
"
"8135"," 20
"
"8136"," —
"
"8137"," —
"
"8138"," —
"
"8139"," —
"
"8140"," 5120
"
"8141"," 741
"
"8142"," 
"
"8143"," Oricorio
"
"8144"," Flying
"
"8145"," —
"
"8146"," 20
"
"8147"," —
"
"8148"," —
"
"8149"," —
"
"8150"," —
"
"8151"," 5120
"
"8152"," 742
"
"8153"," 
"
"8154"," Cutiefly
"
"8155"," Bug
"
"8156"," Fairy
"
"8157"," 20
"
"8158"," —
"
"8159"," —
"
"8160"," —
"
"8161"," —
"
"8162"," 5120
"
"8163"," 743
"
"8164"," 
"
"8165"," Ribombee
"
"8166"," Bug
"
"8167"," Fairy
"
"8168"," 20
"
"8169"," —
"
"8170"," —
"
"8171"," —
"
"8172"," —
"
"8173"," 5120
"
"8174"," 744
"
"8175"," 
"
"8176"," Rockruff
"
"8177"," Field
"
"8178"," —
"
"8179"," 15
"
"8180"," —
"
"8181"," —
"
"8182"," —
"
"8183"," —
"
"8184"," 3840
"
"8185"," 745
"
"8186"," 
"
"8187"," Lycanroc
"
"8188"," Field
"
"8189"," —
"
"8190"," 15
"
"8191"," —
"
"8192"," —
"
"8193"," —
"
"8194"," —
"
"8195"," 3840
"
"8196"," 746
"
"8197"," 
"
"8198"," Wishiwashi
"
"8199"," Water 2
"
"8200"," —
"
"8201"," 15
"
"8202"," —
"
"8203"," —
"
"8204"," —
"
"8205"," —
"
"8206"," 3840
"
"8207"," 747
"
"8208"," 
"
"8209"," Mareanie
"
"8210"," Water 1
"
"8211"," —
"
"8212"," 20
"
"8213"," —
"
"8214"," —
"
"8215"," —
"
"8216"," —
"
"8217"," 5120
"
"8218"," 748
"
"8219"," 
"
"8220"," Toxapex
"
"8221"," Water 1
"
"8222"," —
"
"8223"," 20
"
"8224"," —
"
"8225"," —
"
"8226"," —
"
"8227"," —
"
"8228"," 5120
"
"8229"," 749
"
"8230"," 
"
"8231"," Mudbray
"
"8232"," Field
"
"8233"," —
"
"8234"," 20
"
"8235"," —
"
"8236"," —
"
"8237"," —
"
"8238"," —
"
"8239"," 5120
"
"8240"," 750
"
"8241"," 
"
"8242"," Mudsdale
"
"8243"," Field
"
"8244"," —
"
"8245"," 20
"
"8246"," —
"
"8247"," —
"
"8248"," —
"
"8249"," —
"
"8250"," 5120
"
"8251"," 751
"
"8252"," 
"
"8253"," Dewpider
"
"8254"," Water 1
"
"8255"," Bug
"
"8256"," 15
"
"8257"," —
"
"8258"," —
"
"8259"," —
"
"8260"," —
"
"8261"," 3840
"
"8262"," 752
"
"8263"," 
"
"8264"," Araquanid
"
"8265"," Water 1
"
"8266"," Bug
"
"8267"," 15
"
"8268"," —
"
"8269"," —
"
"8270"," —
"
"8271"," —
"
"8272"," 3840
"
"8273"," 753
"
"8274"," 
"
"8275"," Fomantis
"
"8276"," Grass
"
"8277"," —
"
"8278"," 20
"
"8279"," —
"
"8280"," —
"
"8281"," —
"
"8282"," —
"
"8283"," 5120
"
"8284"," 754
"
"8285"," 
"
"8286"," Lurantis
"
"8287"," Grass
"
"8288"," —
"
"8289"," 20
"
"8290"," —
"
"8291"," —
"
"8292"," —
"
"8293"," —
"
"8294"," 5120
"
"8295"," 755
"
"8296"," 
"
"8297"," Morelull
"
"8298"," Grass
"
"8299"," —
"
"8300"," 20
"
"8301"," —
"
"8302"," —
"
"8303"," —
"
"8304"," —
"
"8305"," 5120
"
"8306"," 756
"
"8307"," 
"
"8308"," Shiinotic
"
"8309"," Grass
"
"8310"," —
"
"8311"," 20
"
"8312"," —
"
"8313"," —
"
"8314"," —
"
"8315"," —
"
"8316"," 5120
"
"8317"," 757
"
"8318"," 
"
"8319"," Salandit
"
"8320"," Monster
"
"8321"," Dragon
"
"8322"," 20
"
"8323"," —
"
"8324"," —
"
"8325"," —
"
"8326"," —
"
"8327"," 5120
"
"8328"," 758
"
"8329"," 
"
"8330"," Salazzle
"
"8331"," Monster
"
"8332"," Dragon
"
"8333"," 20
"
"8334"," —
"
"8335"," —
"
"8336"," —
"
"8337"," —
"
"8338"," 5120
"
"8339"," 759
"
"8340"," 
"
"8341"," Stufful
"
"8342"," Field
"
"8343"," —
"
"8344"," 15
"
"8345"," —
"
"8346"," —
"
"8347"," —
"
"8348"," —
"
"8349"," 3840
"
"8350"," 760
"
"8351"," 
"
"8352"," Bewear
"
"8353"," Field
"
"8354"," —
"
"8355"," 15
"
"8356"," —
"
"8357"," —
"
"8358"," —
"
"8359"," —
"
"8360"," 3840
"
"8361"," 761
"
"8362"," 
"
"8363"," Bounsweet
"
"8364"," Grass
"
"8365"," —
"
"8366"," 20
"
"8367"," —
"
"8368"," —
"
"8369"," —
"
"8370"," —
"
"8371"," 5120
"
"8372"," 762
"
"8373"," 
"
"8374"," Steenee
"
"8375"," Grass
"
"8376"," —
"
"8377"," 20
"
"8378"," —
"
"8379"," —
"
"8380"," —
"
"8381"," —
"
"8382"," 5120
"
"8383"," 763
"
"8384"," 
"
"8385"," Tsareena
"
"8386"," Grass
"
"8387"," —
"
"8388"," 20
"
"8389"," —
"
"8390"," —
"
"8391"," —
"
"8392"," —
"
"8393"," 5120
"
"8394"," 764
"
"8395"," 
"
"8396"," Comfey
"
"8397"," Grass
"
"8398"," —
"
"8399"," 20
"
"8400"," —
"
"8401"," —
"
"8402"," —
"
"8403"," —
"
"8404"," 5120
"
"8405"," 765
"
"8406"," 
"
"8407"," Oranguru
"
"8408"," Field
"
"8409"," —
"
"8410"," 20
"
"8411"," —
"
"8412"," —
"
"8413"," —
"
"8414"," —
"
"8415"," 5120
"
"8416"," 766
"
"8417"," 
"
"8418"," Passimian
"
"8419"," Field
"
"8420"," —
"
"8421"," 20
"
"8422"," —
"
"8423"," —
"
"8424"," —
"
"8425"," —
"
"8426"," 5120
"
"8427"," 767
"
"8428"," 
"
"8429"," Wimpod
"
"8430"," Bug
"
"8431"," Water 3
"
"8432"," 20
"
"8433"," —
"
"8434"," —
"
"8435"," —
"
"8436"," —
"
"8437"," 5120
"
"8438"," 768
"
"8439"," 
"
"8440"," Golisopod
"
"8441"," Bug
"
"8442"," Water 3
"
"8443"," 20
"
"8444"," —
"
"8445"," —
"
"8446"," —
"
"8447"," —
"
"8448"," 5120
"
"8449"," 769
"
"8450"," 
"
"8451"," Sandygast
"
"8452"," Amorphous
"
"8453"," —
"
"8454"," 15
"
"8455"," —
"
"8456"," —
"
"8457"," —
"
"8458"," —
"
"8459"," 3840
"
"8460"," 770
"
"8461"," 
"
"8462"," Palossand
"
"8463"," Amorphous
"
"8464"," —
"
"8465"," 15
"
"8466"," —
"
"8467"," —
"
"8468"," —
"
"8469"," —
"
"8470"," 3840
"
"8471"," 771
"
"8472"," 
"
"8473"," Pyukumuku
"
"8474"," Water 1
"
"8475"," —
"
"8476"," 15
"
"8477"," —
"
"8478"," —
"
"8479"," —
"
"8480"," —
"
"8481"," 3840
"
"8482"," 772
"
"8483"," 
"
"8484"," Type: Null
"
"8485"," Undiscovered
"
"8486"," —
"
"8487"," 120
"
"8488"," —
"
"8489"," —
"
"8490"," —
"
"8491"," —
"
"8492"," 30720
"
"8493"," 773
"
"8494"," 
"
"8495"," Silvally
"
"8496"," Undiscovered
"
"8497"," —
"
"8498"," 120
"
"8499"," —
"
"8500"," —
"
"8501"," —
"
"8502"," —
"
"8503"," 30720
"
"8504"," 774
"
"8505"," 
"
"8506"," Minior
"
"8507"," Mineral
"
"8508"," —
"
"8509"," 25
"
"8510"," —
"
"8511"," —
"
"8512"," —
"
"8513"," —
"
"8514"," 6400
"
"8515"," 775
"
"8516"," 
"
"8517"," Komala
"
"8518"," Field
"
"8519"," —
"
"8520"," 20
"
"8521"," —
"
"8522"," —
"
"8523"," —
"
"8524"," —
"
"8525"," 5120
"
"8526"," 776
"
"8527"," 
"
"8528"," Turtonator
"
"8529"," Monster
"
"8530"," Dragon
"
"8531"," 20
"
"8532"," —
"
"8533"," —
"
"8534"," —
"
"8535"," —
"
"8536"," 5120
"
"8537"," 777
"
"8538"," 
"
"8539"," Togedemaru
"
"8540"," Field
"
"8541"," Fairy
"
"8542"," 10
"
"8543"," —
"
"8544"," —
"
"8545"," —
"
"8546"," —
"
"8547"," 2560
"
"8548"," 778
"
"8549"," 
"
"8550"," Mimikyu
"
"8551"," Amorphous
"
"8552"," —
"
"8553"," 20
"
"8554"," —
"
"8555"," —
"
"8556"," —
"
"8557"," —
"
"8558"," 5120
"
"8559"," 779
"
"8560"," 
"
"8561"," Bruxish
"
"8562"," Water 2
"
"8563"," —
"
"8564"," 15
"
"8565"," —
"
"8566"," —
"
"8567"," —
"
"8568"," —
"
"8569"," 3840
"
"8570"," 780
"
"8571"," 
"
"8572"," Drampa
"
"8573"," Monster
"
"8574"," Dragon
"
"8575"," 20
"
"8576"," —
"
"8577"," —
"
"8578"," —
"
"8579"," —
"
"8580"," 5120
"
"8581"," 781
"
"8582"," 
"
"8583"," Dhelmise
"
"8584"," Mineral
"
"8585"," —
"
"8586"," 25
"
"8587"," —
"
"8588"," —
"
"8589"," —
"
"8590"," —
"
"8591"," 6400
"
"8592"," 782
"
"8593"," 
"
"8594"," Jangmo-o
"
"8595"," Dragon
"
"8596"," —
"
"8597"," 40
"
"8598"," —
"
"8599"," —
"
"8600"," —
"
"8601"," —
"
"8602"," 10240
"
"8603"," 783
"
"8604"," 
"
"8605"," Hakamo-o
"
"8606"," Dragon
"
"8607"," —
"
"8608"," 40
"
"8609"," —
"
"8610"," —
"
"8611"," —
"
"8612"," —
"
"8613"," 10240
"
"8614"," 784
"
"8615"," 
"
"8616"," Kommo-o
"
"8617"," Dragon
"
"8618"," —
"
"8619"," 40
"
"8620"," —
"
"8621"," —
"
"8622"," —
"
"8623"," —
"
"8624"," 10240
"
"8625"," 785
"
"8626"," 
"
"8627"," Tapu Koko
"
"8628"," Undiscovered
"
"8629"," —
"
"8630"," 15
"
"8631"," —
"
"8632"," —
"
"8633"," —
"
"8634"," —
"
"8635"," 3840
"
"8636"," 786
"
"8637"," 
"
"8638"," Tapu Lele
"
"8639"," Undiscovered
"
"8640"," —
"
"8641"," 15
"
"8642"," —
"
"8643"," —
"
"8644"," —
"
"8645"," —
"
"8646"," 3840
"
"8647"," 787
"
"8648"," 
"
"8649"," Tapu Bulu
"
"8650"," Undiscovered
"
"8651"," —
"
"8652"," 15
"
"8653"," —
"
"8654"," —
"
"8655"," —
"
"8656"," —
"
"8657"," 3840
"
"8658"," 788
"
"8659"," 
"
"8660"," Tapu Fini
"
"8661"," Undiscovered
"
"8662"," —
"
"8663"," 15
"
"8664"," —
"
"8665"," —
"
"8666"," —
"
"8667"," —
"
"8668"," 3840
"
"8669"," 789
"
"8670"," 
"
"8671"," Cosmog
"
"8672"," Undiscovered
"
"8673"," —
"
"8674"," 120
"
"8675"," —
"
"8676"," —
"
"8677"," —
"
"8678"," —
"
"8679"," 30720
"
"8680"," 790
"
"8681"," 
"
"8682"," Cosmoem
"
"8683"," Undiscovered
"
"8684"," —
"
"8685"," 120
"
"8686"," —
"
"8687"," —
"
"8688"," —
"
"8689"," —
"
"8690"," 30720
"
"8691"," 791
"
"8692"," 
"
"8693"," Solgaleo
"
"8694"," Undiscovered
"
"8695"," —
"
"8696"," 120
"
"8697"," —
"
"8698"," —
"
"8699"," —
"
"8700"," —
"
"8701"," 30720
"
"8702"," 792
"
"8703"," 
"
"8704"," Lunala
"
"8705"," Undiscovered
"
"8706"," —
"
"8707"," 120
"
"8708"," —
"
"8709"," —
"
"8710"," —
"
"8711"," —
"
"8712"," 30720
"
"8713"," 793
"
"8714"," 
"
"8715"," Nihilego
"
"8716"," Undiscovered
"
"8717"," —
"
"8718"," 120
"
"8719"," —
"
"8720"," —
"
"8721"," —
"
"8722"," —
"
"8723"," 30720
"
"8724"," 794
"
"8725"," 
"
"8726"," Buzzwole
"
"8727"," Undiscovered
"
"8728"," —
"
"8729"," 120
"
"8730"," —
"
"8731"," —
"
"8732"," —
"
"8733"," —
"
"8734"," 30720
"
"8735"," 795
"
"8736"," 
"
"8737"," Pheromosa
"
"8738"," Undiscovered
"
"8739"," —
"
"8740"," 120
"
"8741"," —
"
"8742"," —
"
"8743"," —
"
"8744"," —
"
"8745"," 30720
"
"8746"," 796
"
"8747"," 
"
"8748"," Xurkitree
"
"8749"," Undiscovered
"
"8750"," —
"
"8751"," 120
"
"8752"," —
"
"8753"," —
"
"8754"," —
"
"8755"," —
"
"8756"," 30720
"
"8757"," 797
"
"8758"," 
"
"8759"," Celesteela
"
"8760"," Undiscovered
"
"8761"," —
"
"8762"," 120
"
"8763"," —
"
"8764"," —
"
"8765"," —
"
"8766"," —
"
"8767"," 30720
"
"8768"," 798
"
"8769"," 
"
"8770"," Kartana
"
"8771"," Undiscovered
"
"8772"," —
"
"8773"," 120
"
"8774"," —
"
"8775"," —
"
"8776"," —
"
"8777"," —
"
"8778"," 30720
"
"8779"," 799
"
"8780"," 
"
"8781"," Guzzlord
"
"8782"," Undiscovered
"
"8783"," —
"
"8784"," 120
"
"8785"," —
"
"8786"," —
"
"8787"," —
"
"8788"," —
"
"8789"," 30720
"
"8790"," 800
"
"8791"," 
"
"8792"," Necrozma
"
"8793"," Undiscovered
"
"8794"," —
"
"8795"," 120
"
"8796"," —
"
"8797"," —
"
"8798"," —
"
"8799"," —
"
"8800"," 30720
"
"8801"," 801
"
"8802"," 
"
"8803"," Magearna
"
"8804"," Undiscovered
"
"8805"," —
"
"8806"," 120
"
"8807"," —
"
"8808"," —
"
"8809"," —
"
"8810"," —
"
"8811"," 30720
"
"8812"," 802
"
"8813"," 
"
"8814"," Marshadow
"
"8815"," Undiscovered
"
"8816"," —
"
"8817"," 120
"
"8818"," —
"
"8819"," —
"
"8820"," —
"
"8821"," —
"
"8822"," 30720
"
"8823"," 803
"
"8824"," 
"
"8825"," Poipole
"
"8826"," Undiscovered
"
"8827"," —
"
"8828"," 120
"
"8829"," —
"
"8830"," —
"
"8831"," —
"
"8832"," —
"
"8833"," 30720
"
"8834"," 804
"
"8835"," 
"
"8836"," Naganadel
"
"8837"," Undiscovered
"
"8838"," —
"
"8839"," 120
"
"8840"," —
"
"8841"," —
"
"8842"," —
"
"8843"," —
"
"8844"," 30720
"
"8845"," 805
"
"8846"," 
"
"8847"," Stakataka
"
"8848"," Undiscovered
"
"8849"," —
"
"8850"," 120
"
"8851"," —
"
"8852"," —
"
"8853"," —
"
"8854"," —
"
"8855"," 30720
"
"8856"," 806
"
"8857"," 
"
"8858"," Blacephalon
"
"8859"," Undiscovered
"
"8860"," —
"
"8861"," 120
"
"8862"," —
"
"8863"," —
"
"8864"," —
"
"8865"," —
"
"8866"," 30720
"
"8867"," 807
"
"8868"," 
"
"8869"," Zeraora
"
"8870"," Undiscovered
"
"8871"," —
"
"8872"," 120
"
"8873"," —
"
"8874"," —
"
"8875"," —
"
"8876"," —
"
"8877"," 30720
"
"8878"," 808
"
"8879"," 
"
"8880"," Meltan
"
"8881"," Undiscovered
"
"8882"," —
"
"8883"," 120
"
"8884"," —
"
"8885"," —
"
"8886"," —
"
"8887"," —
"
"8888"," 30720
"
"8889"," 809
"
"8890"," 
"
"8891"," Melmetal
"
"8892"," Undiscovered
"
"8893"," —
"
"8894"," 120
"
"8895"," —
"
"8896"," —
"
"8897"," —
"
"8898"," —
"
"8899"," 30720
"
"8900"," 810
"
"8901"," 
"
"8902"," Grookey
"
"8903"," Field
"
"8904"," Grass
"
"8905"," 20
"
"8906"," —
"
"8907"," —
"
"8908"," —
"
"8909"," —
"
"8910"," 5120
"
"8911"," 811
"
"8912"," 
"
"8913"," Thwackey
"
"8914"," Field
"
"8915"," Grass
"
"8916"," 20
"
"8917"," —
"
"8918"," —
"
"8919"," —
"
"8920"," —
"
"8921"," 5120
"
"8922"," 812
"
"8923"," 
"
"8924"," Rillaboom
"
"8925"," Field
"
"8926"," Grass
"
"8927"," 20
"
"8928"," —
"
"8929"," —
"
"8930"," —
"
"8931"," —
"
"8932"," 5120
"
"8933"," 813
"
"8934"," 
"
"8935"," Scorbunny
"
"8936"," Field
"
"8937"," Human-Like
"
"8938"," 20
"
"8939"," —
"
"8940"," —
"
"8941"," —
"
"8942"," —
"
"8943"," 5120
"
"8944"," 814
"
"8945"," 
"
"8946"," Raboot
"
"8947"," Field
"
"8948"," Human-Like
"
"8949"," 20
"
"8950"," —
"
"8951"," —
"
"8952"," —
"
"8953"," —
"
"8954"," 5120
"
"8955"," 815
"
"8956"," 
"
"8957"," Cinderace
"
"8958"," Field
"
"8959"," Human-Like
"
"8960"," 20
"
"8961"," —
"
"8962"," —
"
"8963"," —
"
"8964"," —
"
"8965"," 5120
"
"8966"," 816
"
"8967"," 
"
"8968"," Sobble
"
"8969"," Water 1
"
"8970"," Field
"
"8971"," 20
"
"8972"," —
"
"8973"," —
"
"8974"," —
"
"8975"," —
"
"8976"," 5120
"
"8977"," 817
"
"8978"," 
"
"8979"," Drizzile
"
"8980"," Water 1
"
"8981"," Field
"
"8982"," 20
"
"8983"," —
"
"8984"," —
"
"8985"," —
"
"8986"," —
"
"8987"," 5120
"
"8988"," 818
"
"8989"," 
"
"8990"," Inteleon
"
"8991"," Water 1
"
"8992"," Field
"
"8993"," 20
"
"8994"," —
"
"8995"," —
"
"8996"," —
"
"8997"," —
"
"8998"," 5120
"
"8999"," 819
"
"9000"," 
"
"9001"," Skwovet
"
"9002"," Field
"
"9003"," —
"
"9004"," 20
"
"9005"," —
"
"9006"," —
"
"9007"," —
"
"9008"," —
"
"9009"," 5120
"
"9010"," 820
"
"9011"," 
"
"9012"," Greedent
"
"9013"," Field
"
"9014"," —
"
"9015"," 20
"
"9016"," —
"
"9017"," —
"
"9018"," —
"
"9019"," —
"
"9020"," 5120
"
"9021"," 821
"
"9022"," 
"
"9023"," Rookidee
"
"9024"," Flying
"
"9025"," —
"
"9026"," 15
"
"9027"," —
"
"9028"," —
"
"9029"," —
"
"9030"," —
"
"9031"," 3840
"
"9032"," 822
"
"9033"," 
"
"9034"," Corvisquire
"
"9035"," Flying
"
"9036"," —
"
"9037"," 15
"
"9038"," —
"
"9039"," —
"
"9040"," —
"
"9041"," —
"
"9042"," 3840
"
"9043"," 823
"
"9044"," 
"
"9045"," Corviknight
"
"9046"," Flying
"
"9047"," —
"
"9048"," 15
"
"9049"," —
"
"9050"," —
"
"9051"," —
"
"9052"," —
"
"9053"," 3840
"
"9054"," 824
"
"9055"," 
"
"9056"," Blipbug
"
"9057"," Bug
"
"9058"," —
"
"9059"," 15
"
"9060"," —
"
"9061"," —
"
"9062"," —
"
"9063"," —
"
"9064"," 3840
"
"9065"," 825
"
"9066"," 
"
"9067"," Dottler
"
"9068"," Bug
"
"9069"," —
"
"9070"," 15
"
"9071"," —
"
"9072"," —
"
"9073"," —
"
"9074"," —
"
"9075"," 3840
"
"9076"," 826
"
"9077"," 
"
"9078"," Orbeetle
"
"9079"," Bug
"
"9080"," —
"
"9081"," 15
"
"9082"," —
"
"9083"," —
"
"9084"," —
"
"9085"," —
"
"9086"," 3840
"
"9087"," 827
"
"9088"," 
"
"9089"," Nickit
"
"9090"," Field
"
"9091"," —
"
"9092"," 15
"
"9093"," —
"
"9094"," —
"
"9095"," —
"
"9096"," —
"
"9097"," 3840
"
"9098"," 828
"
"9099"," 
"
"9100"," Thievul
"
"9101"," Field
"
"9102"," —
"
"9103"," 15
"
"9104"," —
"
"9105"," —
"
"9106"," —
"
"9107"," —
"
"9108"," 3840
"
"9109"," 829
"
"9110"," 
"
"9111"," Gossifleur
"
"9112"," Grass
"
"9113"," —
"
"9114"," 20
"
"9115"," —
"
"9116"," —
"
"9117"," —
"
"9118"," —
"
"9119"," 5120
"
"9120"," 830
"
"9121"," 
"
"9122"," Eldegoss
"
"9123"," Grass
"
"9124"," —
"
"9125"," 20
"
"9126"," —
"
"9127"," —
"
"9128"," —
"
"9129"," —
"
"9130"," 5120
"
"9131"," 831
"
"9132"," 
"
"9133"," Wooloo
"
"9134"," Field
"
"9135"," —
"
"9136"," 15
"
"9137"," —
"
"9138"," —
"
"9139"," —
"
"9140"," —
"
"9141"," 3840
"
"9142"," 832
"
"9143"," 
"
"9144"," Dubwool
"
"9145"," Field
"
"9146"," —
"
"9147"," 15
"
"9148"," —
"
"9149"," —
"
"9150"," —
"
"9151"," —
"
"9152"," 3840
"
"9153"," 833
"
"9154"," 
"
"9155"," Chewtle
"
"9156"," Monster
"
"9157"," Water 1
"
"9158"," 20
"
"9159"," —
"
"9160"," —
"
"9161"," —
"
"9162"," —
"
"9163"," 5120
"
"9164"," 834
"
"9165"," 
"
"9166"," Drednaw
"
"9167"," Monster
"
"9168"," Water 1
"
"9169"," 20
"
"9170"," —
"
"9171"," —
"
"9172"," —
"
"9173"," —
"
"9174"," 5120
"
"9175"," 835
"
"9176"," 
"
"9177"," Yamper
"
"9178"," Field
"
"9179"," —
"
"9180"," 20
"
"9181"," —
"
"9182"," —
"
"9183"," —
"
"9184"," —
"
"9185"," 5120
"
"9186"," 836
"
"9187"," 
"
"9188"," Boltund
"
"9189"," Field
"
"9190"," —
"
"9191"," 20
"
"9192"," —
"
"9193"," —
"
"9194"," —
"
"9195"," —
"
"9196"," 5120
"
"9197"," 837
"
"9198"," 
"
"9199"," Rolycoly
"
"9200"," Mineral
"
"9201"," —
"
"9202"," 15
"
"9203"," —
"
"9204"," —
"
"9205"," —
"
"9206"," —
"
"9207"," 3840
"
"9208"," 838
"
"9209"," 
"
"9210"," Carkol
"
"9211"," Mineral
"
"9212"," —
"
"9213"," 15
"
"9214"," —
"
"9215"," —
"
"9216"," —
"
"9217"," —
"
"9218"," 3840
"
"9219"," 839
"
"9220"," 
"
"9221"," Coalossal
"
"9222"," Mineral
"
"9223"," —
"
"9224"," 15
"
"9225"," —
"
"9226"," —
"
"9227"," —
"
"9228"," —
"
"9229"," 3840
"
"9230"," 840
"
"9231"," 
"
"9232"," Applin
"
"9233"," Grass
"
"9234"," Dragon
"
"9235"," 20
"
"9236"," —
"
"9237"," —
"
"9238"," —
"
"9239"," —
"
"9240"," 5120
"
"9241"," 841
"
"9242"," 
"
"9243"," Flapple
"
"9244"," Grass
"
"9245"," Dragon
"
"9246"," 20
"
"9247"," —
"
"9248"," —
"
"9249"," —
"
"9250"," —
"
"9251"," 5120
"
"9252"," 842
"
"9253"," 
"
"9254"," Appletun
"
"9255"," Grass
"
"9256"," Dragon
"
"9257"," 20
"
"9258"," —
"
"9259"," —
"
"9260"," —
"
"9261"," —
"
"9262"," 5120
"
"9263"," 843
"
"9264"," 
"
"9265"," Silicobra
"
"9266"," Field
"
"9267"," Dragon
"
"9268"," 20
"
"9269"," —
"
"9270"," —
"
"9271"," —
"
"9272"," —
"
"9273"," 5120
"
"9274"," 844
"
"9275"," 
"
"9276"," Sandaconda
"
"9277"," Field
"
"9278"," Dragon
"
"9279"," 20
"
"9280"," —
"
"9281"," —
"
"9282"," —
"
"9283"," —
"
"9284"," 5120
"
"9285"," 845
"
"9286"," 
"
"9287"," Cramorant
"
"9288"," Water 1
"
"9289"," Flying
"
"9290"," 20
"
"9291"," —
"
"9292"," —
"
"9293"," —
"
"9294"," —
"
"9295"," 5120
"
"9296"," 846
"
"9297"," 
"
"9298"," Arrokuda
"
"9299"," Water 2
"
"9300"," —
"
"9301"," 20
"
"9302"," —
"
"9303"," —
"
"9304"," —
"
"9305"," —
"
"9306"," 5120
"
"9307"," 847
"
"9308"," 
"
"9309"," Barraskewda
"
"9310"," Water 2
"
"9311"," —
"
"9312"," 20
"
"9313"," —
"
"9314"," —
"
"9315"," —
"
"9316"," —
"
"9317"," 5120
"
"9318"," 848
"
"9319"," 
"
"9320"," Toxel
"
"9321"," Undiscovered
"
"9322"," —
"
"9323"," 25
"
"9324"," —
"
"9325"," —
"
"9326"," —
"
"9327"," —
"
"9328"," 6400
"
"9329"," 849
"
"9330"," 
"
"9331"," Toxtricity
"
"9332"," Human-Like
"
"9333"," —
"
"9334"," 25
"
"9335"," —
"
"9336"," —
"
"9337"," —
"
"9338"," —
"
"9339"," 6400
"
"9340"," 850
"
"9341"," 
"
"9342"," Sizzlipede
"
"9343"," Bug
"
"9344"," —
"
"9345"," 20
"
"9346"," —
"
"9347"," —
"
"9348"," —
"
"9349"," —
"
"9350"," 5120
"
"9351"," 851
"
"9352"," 
"
"9353"," Centiskorch
"
"9354"," Bug
"
"9355"," —
"
"9356"," 20
"
"9357"," —
"
"9358"," —
"
"9359"," —
"
"9360"," —
"
"9361"," 5120
"
"9362"," 852
"
"9363"," 
"
"9364"," Clobbopus
"
"9365"," Water 1
"
"9366"," Human-Like
"
"9367"," 25
"
"9368"," —
"
"9369"," —
"
"9370"," —
"
"9371"," —
"
"9372"," 6400
"
"9373"," 853
"
"9374"," 
"
"9375"," Grapploct
"
"9376"," Water 1
"
"9377"," Human-Like
"
"9378"," 25
"
"9379"," —
"
"9380"," —
"
"9381"," —
"
"9382"," —
"
"9383"," 6400
"
"9384"," 854
"
"9385"," 
"
"9386"," Sinistea
"
"9387"," Mineral
"
"9388"," Amorphous
"
"9389"," 20
"
"9390"," —
"
"9391"," —
"
"9392"," —
"
"9393"," —
"
"9394"," 5120
"
"9395"," 855
"
"9396"," 
"
"9397"," Polteageist
"
"9398"," Mineral
"
"9399"," Amorphous
"
"9400"," 20
"
"9401"," —
"
"9402"," —
"
"9403"," —
"
"9404"," —
"
"9405"," 5120
"
"9406"," 856
"
"9407"," 
"
"9408"," Hatenna
"
"9409"," Fairy
"
"9410"," —
"
"9411"," 20
"
"9412"," —
"
"9413"," —
"
"9414"," —
"
"9415"," —
"
"9416"," 5120
"
"9417"," 857
"
"9418"," 
"
"9419"," Hattrem
"
"9420"," Fairy
"
"9421"," —
"
"9422"," 20
"
"9423"," —
"
"9424"," —
"
"9425"," —
"
"9426"," —
"
"9427"," 5120
"
"9428"," 858
"
"9429"," 
"
"9430"," Hatterene
"
"9431"," Fairy
"
"9432"," —
"
"9433"," 20
"
"9434"," —
"
"9435"," —
"
"9436"," —
"
"9437"," —
"
"9438"," 5120
"
"9439"," 859
"
"9440"," 
"
"9441"," Impidimp
"
"9442"," Fairy
"
"9443"," Human-Like
"
"9444"," 20
"
"9445"," —
"
"9446"," —
"
"9447"," —
"
"9448"," —
"
"9449"," 5120
"
"9450"," 860
"
"9451"," 
"
"9452"," Morgrem
"
"9453"," Fairy
"
"9454"," Human-Like
"
"9455"," 20
"
"9456"," —
"
"9457"," —
"
"9458"," —
"
"9459"," —
"
"9460"," 5120
"
"9461"," 861
"
"9462"," 
"
"9463"," Grimmsnarl
"
"9464"," Fairy
"
"9465"," Human-Like
"
"9466"," 20
"
"9467"," —
"
"9468"," —
"
"9469"," —
"
"9470"," —
"
"9471"," 5120
"
"9472"," 862
"
"9473"," 
"
"9474"," Obstagoon
"
"9475"," Field
"
"9476"," —
"
"9477"," 15
"
"9478"," —
"
"9479"," —
"
"9480"," —
"
"9481"," —
"
"9482"," 3840
"
"9483"," 863
"
"9484"," 
"
"9485"," Perrserker
"
"9486"," Field
"
"9487"," —
"
"9488"," 20
"
"9489"," —
"
"9490"," —
"
"9491"," —
"
"9492"," —
"
"9493"," 5120
"
"9494"," 864
"
"9495"," 
"
"9496"," Cursola
"
"9497"," Water 1
"
"9498"," Water 3
"
"9499"," 20
"
"9500"," —
"
"9501"," —
"
"9502"," —
"
"9503"," —
"
"9504"," 5120
"
"9505"," 865
"
"9506"," 
"
"9507"," Sirfetch'd
"
"9508"," Flying
"
"9509"," Field
"
"9510"," 20
"
"9511"," —
"
"9512"," —
"
"9513"," —
"
"9514"," —
"
